Date,Turtle,Trap_Type,Species,Pit_ID,New_Recap,Sex,Age,Mass,Carapace_L,Carapace_W,Carapace_H,Plastron_L,Pond,Pond_Loc,Bait_Type,Notes,Observer
7/31/2004,79.007,Hoop,Cp,115112246A,R,F,W,339,143,112,48,134,ALM,BMI,NULL,"L6 PARTIALLY DIVIDED",Karrmann
8/3/2004,79.008,bask-m,Cp,115112246A,R,F,W,339,143,111,47,134,ALM,BMI,NULL,NULL,Karrmann
8/14/2004,79.009,bask-m,Cp,115112246A,R,F,W,333,143,111,48,134,ALM,BMI,NULL,NULL,Karrmann
9/1/2004,79.01,bask-p,Cp,115112246A,R,F,W,350,142,111,48,134,ALM,BMI,NULL,"V5 divided",Karrmann
9/16/2004,79.011,bask-m,Cp,115112246A,R,F,W,348,141,110,47,134,ALM,BMI,NULL,NULL,Karrmann
9/26/2004,79.012,bask-p,Cp,115112246A,R,F,W,351,142,110,47,134,ALM,BMI,NULL,NULL,Karrmann
10/7/2004,79.013,bask-p,Cp,115112246A,R,F,W,356,141,110,49,133,ALM,BMI,NULL,NULL,Karrmann
7/10/2002,80.001,Hoop,Cp,115112656A,N,F,6+,291,138,101,43,131,ALM,"Dam NW corner",NULL,NULL,Karrmann
5/4/2003,80.002,Hoop,Cp,115112656A,R,F,6+,329,140,101,46,131,ALM,"Dam NW corner",NULL,NULL,Karrmann
6/7/1997,81.001,hoop,Cp,115113355A,NULL,M,4,220,NULL,NULL,NULL,110,SPG,NULL,NULL,"blood sample very light                                                                                                MIGRANT - TMR SEP 03",McKinsey
9/6/2003,81.002,hoop,Cp,115113355A,R,M,10+,226,125,96,41,116,TMR,"NE corner",NULL,"R1-R2? L10-12?   turtles surfacing basking-  all specimens VERY RED - not orange- faded- etc                                                   MIGRANT - SPG JUN 97",Karrmann
9/21/2003,81.003,hoop,Cp,115113355A,R,M,worn,228,126,96,42,117,TMR,"NE corner",NULL,"L1-9-12? R1-2.10?                                                                                              MIGRANT - SPG JUN 97",Karrmann
9/28/2003,81.004,hoop,Cp,115113355A,R,M,worn,221,125,96,41,117,TMR,"NE corner",NULL,"L 1-10-12 ?       R 1-2-10 ?                                                                                              MIGRANT - SPG JUN 97",Karrmann
7/11/2004,81.005,hoop,Cp,115113355A,R,M,worn,239,127,96,42,118,TMR,"NE corner",NULL,"L1-L10-L12-R1-R2-R10 some notches dents plastron blotching- no disalignment                        MIGRANT - SPG JUN 97",Karrmann
7/27/2004,81.006,hoop,Cp,115113355A,R,M,6+,240,129,97,42,118,TMR,"NE corner",NULL,"PH 5.2 R1-2; L1                                                                                                          MIGRANT - SPG JUN 97",Karrmann
7/31/2004,81.007,hoop,Cp,115113355A,R,M,worn,235,128,97,42,118,TMR,"NE corner",NULL,"LARGE PLASTRON BLOTCH - MULTIPLE QUESTIONABLE 'NOTCHES'                              MIGRANT - SPG JUN 97",Karrmann
8/3/2004,81.008,hoop,Cp,115113355A,R,M,worn,228,127,96,40,112,TMR,"NE corner",NULL,"7 NOTCHES CR1                                                                                  MIGRANT - SPG JUN 97",Karrmann
8/28/2013,81.009,Hoop,Cp,115113355A,R,M,NULL,NULL,123,86,33,112,ALM,"C East",NULL,NULL,"SRMP TEAM 2013"
7/17/2014,81.01,NULL,Cp,115113355A,R,M,NULL,260,131,98,40,122,NULL,NE,Sardines,NULL,"EM- SSC"
7/18/2014,81.011,NULL,Cp,115113355A,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Stumpy,NULL,"EM- SSC"
7/8/2015,81.012,Hoop,Cp,115113355A,R,M,NULL,300,127,96,42,123,ALM,NULL,NULL,Catfood,"SSC - Ed"
7/9/2015,81.013,Hoop,Cp,115113355A,R,M,NULL,273,131,96,42,121,ALM,East,NULL,"3 legs- Right rear missing. Sardines",SSC
7/16/2015,81.014,Hoop,Cp,115113355A,R,M,NULL,226,131,93,41,120,ALM,NW,NULL,"cloaca - 20.68- Tail - 50.97",NULL
8/25/2015,81.015,Hoop,Cp,115113355A,R,M,A,274,125,97,NULL,120,ALM,NULL,NULL,"Lost a limb",NULL
8/26/2015,81.016,Hoop,Cp,115113355A,R,M,A,NULL,134,97,NULL,122,ALM,NULL,NULL,Footless,NULL
6/28/1998,82.001,Hoop,Cp,115114690A,R,F,NULL,NULL,153,115,NULL,NULL,ALM,NULL,NULL,"pH 5.5",Brady
6/6/2002,82.002,Hoop,Cp,115114690A,R,F,NULL,500,153,114,54,NULL,ALM,"Dam NW corner",NULL,"tail 38.4mm",Munson
4/26/2003,82.003,Hoop,Cp,115114690A,R,F,NULL,507,156,117,57,146,ALM,"Arthur's Inlet",NULL,"R12 Natural? Gauge RC2- faint outline of ventral blotch",Karrmann
8/24/2003,82.004,snrkl,Cp,115114690A,R,F,W,535,157,117,57,147,ALM,"SE corner",NULL,"scarring on RC2",Karrmann
6/13/2004,82.005,Hoop,Cp,115114690A,R,F,W,494,156,117,56,147,ALM,BMI,NULL,NULL,Karrmann
7/11/2004,82.006,Hoop,Cp,115114690A,R,F,W,510,157,117,56,146,ALM,BMI,NULL,NULL,Karrmann
8/7/2004,82.007,snrkl,Cp,115114690A,R,F,W,534,157,118,58,146,ALM,BMI,NULL,NULL,Karrmann
7/10/2002,83.001,Hoop,Cp,115115246A,N,M,W,383,146,108,51,132,ALM,"Swamp Trail Inlet",NULL,"very old- LARGE- worn male",Karrmann
9/28/2002,84.001,bask-p,Cp,115115544A,N,F,7,171,107,87,39,104,ALM,BMI,NULL,NULL,Karrmann
9/29/2002,84.002,bask-p,Cp,115115544A,R,F,NULL,175,105,87,39,105,ALM,BMI,NULL,NULL,Holmes
6/27/2004,84.003,bask-p,Cp,115115544A,R,F,6+,197,112,90,41,109,ALM,BMI,NULL,"L 13",Karrmann
7/20/2004,84.004,bask-m,Cp,115115544A,R,F,6,193,114,91,41,110,ALM,BMI,NULL,NULL,Karrmann
7/24/2004,84.005,bask-m,Cp,115115544A,R,F,8+,191,115,92,40,111,ALM,BMI,NULL,NULL,Karrmann
7/27/2004,84.006,bask-m,Cp,115115544A,R,F,7+,196,114,91,41,111,ALM,BMI,NULL,NULL,Karrmann
9/16/2004,84.007,bask-m,Cp,115115544A,R,F,9+,199,114,91,41,111,ALM,BMI,NULL,NULL,Karrmann
7/18/2006,84.008,Hoop,Cp,115115544A,R,M,A,250,123,95,42,122,ALM,"West Side",NULL,NULL,NULL
6/15/2010,84.009,Hoop,Cp,115115544A,R,F,W,319,134,102,46,130,ALM,Cove,NULL,NULL,MV
8/26/2015,84.01,Hoop,Cp,115115544A,R,M,A,376,143,108,NULL,137,ALM,NULL,NULL,"Fiesty & hisses",NULL
7/22/2014,85.001,NULL,Cp,1151155461A,R,F,NULL,350,140,180,219,136,NULL,NW,Catfood,NULL,"EM- SSC"
6/15/1997,86.001,Hoop,Cp,115116120A,N,F,5,200,NULL,NULL,NULL,111,ALM,NULL,NULL,NULL,McKinsey
6/28/1998,86.002,Hoop,Cp,115116120A,R,F,NULL,NULL,135,100,NULL,NULL,ALM,NULL,NULL,"One Bite Mark under Mouth pit added on 03 JUN 03",Brady
8/2/2000,86.003,Hoop,Cp,115116120A,R,F,NULL,NULL,138,105,45,NULL,ALM,"Swamp Trail Inlet",NULL,"VS dark Brown pit added on 03 JUN 03",CERC
5/4/2003,86.004,Hoop,Cp,115116120A,R,F,W,339,141,108,50,132,ALM,"Dam NW corner",NULL,NULL,Karrmann
5/10/2003,86.005,Hoop,Cp,115116120A,R,F,W,337,140,108,48,133,ALM,"Swamp Trail Inlet",NULL,Offset,Karrmann
6/21/2004,86.006,Hoop,Cp,115116120A,R,F,8+,335,141,109,48,135,ALM,BMI,NULL,"notches are natural",Karrmann
7/17/2004,86.007,Hoop,Cp,115116120A,R,F,W,329,141,108,47,134,ALM,DAM,NULL,"2 sunfish- 1 fish","Karrmann/ Schuster"
7/19/2006,86.008,Hoop,Cp,115116120A,R,M,A,335,148,109,51,133,ALM,"West Side",NULL,NULL,NULL
5/25/2010,86.009,Hoop,Cp,115116120A,R,F,W,371,143,110,48,138,ALM,"Boat Launch",NULL,NULL,"NYU-ECE w/ MM"
6/15/2010,86.01,Hoop,Cp,115116120A,R,F,W,353,144,112,47,137,ALM,"Dam Cove",NULL,"calm- satyed in shell",MM
7/29/2010,86.011,Hoop,Cp,115116120A,R,F,W,364,146,114,47,136,ALM,Damside,NULL,NULL,NULL
6/23/2011,86.012,Hoop,Cp,115116120A,R,F,W,346,143,111,46,136,ALM,dock,NULL,NULL,"MV- RC"
7/13/2011,86.013,Hoop,Cp,115116120A,R,F,W,350,140,110,47,135,ALM,"sweet spot",NULL,NULL,MM
7/27/2011,86.014,Hoop,Cp,115116120A,R,F,W,378,146,112,50,138,ALM,damside,NULL,NULL,"MV- CR"
8/14/2004,87.001,bask-m,Cp,115116453A,N,F,W,338,135,104,50,130,ALM,BMI,NULL,NULL,Karrmann
9/16/2004,88.001,bask-m,Cp,115117543A,N,F,8+,199,113,88,42,111,ALM,BMI,NULL,NULL,Karrmann
6/2/1996,89.001,Hoop,Cp,115118335A,N,F,NULL,NULL,140,103,NULL,NULL,ALM,"South End",NULL,"PIT # added 15 AUG 03",Brady
7/24/2002,89.002,Hoop,Cp,115118335A,R,F,W,383,144,109,51,134,ALM,"Swamp Trail Inlet",NULL,NULL,Karrmann
9/2/2003,89.003,Hoop,Cp,115118335A,R,F,W,391,145,111,52,134,ALM,BMI,NULL,"turtles surfacing basking",Karrmann
9/1/2004,89.004,bask-m,Cp,115118335A,R,F,W,370,145,111,51,135,ALM,BMI,NULL,NULL,Karrmann
6/16/1997,90.001,Hoop,Css,115118357A,N,?,7,930,NULL,NULL,NULL,121,ALM,NULL,NULL,NULL,McKinsey
6/21/1997,91.001,Hoop,Cp,115118443A,N,F,W,300,NULL,NULL,NULL,136,ALM,NULL,NULL,NULL,McKinsey
6/29/1997,92.001,Hoop,Cp,115118690A,N,F,W,260,NULL,NULL,NULL,123,ALM,NULL,NULL,"Originally L9 R1- L3 added later",McKinsey
8/2/2002,92.002,bask-p,Cp,115118690A,R,F,W,300,128,98,48,124,ALM,BMI,NULL,"old worn notch- possible RI",Karrmann
8/29/2006,92.003,Hoop,Cp,115118690A,R,F,NULL,240,129,100,50,125,ALM,NULL,NULL,RAINING,ws
6/15/2010,92.004,Hoop,Cp,115118690A,R,F,W,307,129,100,46,124,ALM,"Dam Cove",NULL,eggy,MV
6/22/2010,92.005,Hoop,Cp,115118690A,R,F,W,290,129,98,46,126,ALM,"Dam Cove",NULL,NULL,WS
7/14/2010,92.006,Hoop,Cp,115118690A,R,F,W,304,132,100,47,124,ALM,"Dam Cove",NULL,NULL,"MV- WS- MM"
5/18/2011,92.007,Hoop,Cp,115118690A,R,F,NULL,NULL,130,100,50,125,ALM,inlet,NULL,NULL,MM
5/21/2013,92.008,Hoop,Cp,115118690A,R,F,A,244,134,101,51,128,ALM,"Dam Cove",NULL,NULL,"MM- NYU"
8/28/2013,92.009,Hoop,Cp,115118690A,R,F,NULL,NULL,123,101,48,118,ALM,"A NW",NULL,NULL,"SRMP TEAM 2013"
9/7/2002,93.001,bask-p,Cp,115119110A,N,F,6,69,78,69,29,72,ALM,BMI,NULL,NULL,Karrmann
7/10/2003,93.002,bask-p,Cp,115119110A,R,F,5+,72,80,70,30,74,ALM,BMI,NULL,"dorsal disalignment",Karrmann
7/5/2004,93.003,bask-p,Cp,115119110A,R,F,W,103,90,76,34,84,ALM,BMI,NULL,NULL,Karrmann
7/19/2006,93.004,Hoop,Cp,115119110A,R,F,J,148,103,83,36,97,ALM,"Boat Launch",NULL,"Trap completely under water- turtle alive but weak. When released slowly swam away- staying on surface.",NULL
5/25/2010,93.005,Hoop,Cp,115119110A,R,NULL,NULL,251,128,95,44,112,ALM,Cove,NULL,NULL,"NYU-ECE w/ MM"
7/22/2013,93.006,Hoop,Cp,115119110A,R,F,NULL,342,140,106,51,134,ALM,INLET,NULL,NULL,Falk/Florio
7/22/2014,93.007,NULL,Cp,115119110A,R,F,NULL,390,141,106,50,133,NULL,E,Catfood,NULL,"EM- SSC"
7/12/1997,94.001,Hoop,Cp,115119233A,N,M,W,260,NULL,NULL,NULL,113,ALM,NULL,NULL,"Originally recorded as L7 R 1-3 MIGRANT - UPR 01 JUN 02",McKinsey
6/24/2000,94.002,Hoop,Cp,115119233A,R,M,NULL,NULL,126,92,NULL,NULL,ALM,"Dam NW corner",NULL,"MIGRANT - UPR 01 JUN 02",Karrmann
6/2/2001,94.003,Hoop,Cp,115119233A,R,M,NULL,180,127,94,42,NULL,ALM,"Arthur's Inlet",NULL,"Cleft Upper Jaw MIGRANT - UPR 01 JUN 02",Karrmann
6/1/2002,94.004,hoop,Cp,115119233A,R,M,NULL,223,127,94,41,NULL,UPR,"SW cove",NULL,"cleft right maxilla                                                                                                MIGRANT - ALM JUL 97 to 01 JUN 01",Karrmann
9/15/2002,94.005,bask-p,Cp,115119233A,R,M,NULL,253,128,94,44,113,UPR,Dam,NULL,"Notches old- worn saw notches; faint plastral blotching                                                                                                MIGRANT - ALM JUL 97 to 01 JUN 01",Karrmann
9/6/2003,94.006,bask-m,Cp,115119233A,R,M,worn,245,129,95,43,114,UPR,"south cove",NULL,"cleft right maxilla                    turtles surfacing basking                                                                                                MIGRANT - ALM JUL 97 to 01 JUN 01",Karrmann
9/14/2003,94.007,bask-m,Cp,115119233A,R,M,worn,243,128,95,43,114,UPR,"south cove",NULL,"cleft right maxilla-  turtles surfacing basking-  specimens redder in pigment today than in past - more like TMR                  MIGRANT - ALM JUL 97 to 01 JUN 01",Karrmann
7/9/2004,94.008,snrkl,Cp,115119233A,R,M,worn,260,129,95,44,115,UPR,"south cove",NULL,"Jump of basking trap cleff on mandible                                                 MIGRANT - ALM JUL 97 to 01 JUN 01",Karrmann
7/16/2004,94.009,bask-m,Cp,115119233A,R,M,worn,249,130,95,45,115,UPR,"south cove",NULL,"slice lip                                                                                                                                         MIGRANT - ALM JUL 97 to 01 JUN 01",Karrmann
8/3/2004,94.01,hoop,Cp,115119233A,R,M,worn,243,130,96,43,115,UPR,"south cove",NULL,"CLEFT RIGHT MANDIBLE                                                                                  MIGRANT - ALM JUL 97 to 01 JUN 01",Karrmann
9/4/2004,94.011,bask-m,Cp,115119233A,R,M,worn,244,129,96,43,114,UPR,"south cove",NULL,"MIGRANT - ALM JUL 97 to 01 JUN 01",Karrmann
9/26/2004,94.012,hoop,Cp,115119233A,R,M,worn,244,129,95,43,114,UPR,"south cove",NULL,"cleft pallette",Karrmann
6/15/1997,95.001,Hoop,Css,115121113A,N,?,7,420,NULL,NULL,NULL,91,ALM,NULL,NULL,"juvenile- natural mark on R10; originally recorded as L0 R3; notches not apparent at recapture 24-Jun-02",McKinsey
7/24/2002,95.002,Hoop,Css,115121113A,R,F?,15+,1045,167,148,67,145,ALM,"Dam NW corner",NULL,"Left rear has ulcer; penetrated to body cavity; RC3- chipped to the bone on margin of RC2",Karrmann
8/14/2004,95.003,Hoop,Css,115121113A,R,F,W,1749,195,175,-,149,ALM,BMI,NULL,NULL,Karrmann
8/29/2013,95.004,Hoop,Css,115121113A,R,M,NULL,NULL,285,260,117,227,ART,D,NULL,NULL,"SRMP TEAM 2013"
8/31/2002,96.001,bask-p,Cp,115122192A,N,F,8+,341,134,100,52,126,ALM,BMI,NULL,"Dorsum very midlandish; faint plastral blotching L/R 4/5 (new?)",Karrmann
8/24/2004,96.002,bask-m,Cp,115122192A,R,F,-,337,134,99,49,126,ALM,BMI,NULL,M?,Munson
9/16/2004,96.003,bask-m,Cp,115122192A,R,F,W,322,133,110,50,126,ALM,BMI,NULL,"Deformed V2-3-4",Karrmann
9/26/2004,96.004,bask-m,Cp,115122192A,R,F,W,322,134,100,50,127,ALM,BMI,NULL,"extra vertebral scute",Karrmann
10/2/2004,96.005,bask-p,Cp,115122192A,R,F,W,328,134,101,52,127,ALM,BMI,NULL,"Old pit tag emerged from skin",Karrmann
9/26/2004,97.001,bask-m,Cp,115122632A,R,F,W,386,137,108,53,130,ALM,BMI,NULL,NULL,Karrmann
9/1/2004,98.001,bask-m,Cp,115122632A,NULL,F,worn,399,138,108,54,131,ART,"E side",NULL,"Fourth turtle outside trap attempting to interact with turtles inside",Karrmann
7/1/1997,99.001,Hoop,Cp,115123143A,N,F,6,230,NULL,NULL,NULL,119,ALM,NULL,NULL,NULL,McKinsey
6/24/1997,100.001,Hoop,Cp,115123212A,N,F,7,240,NULL,NULL,NULL,120,ALM,NULL,NULL,NULL,McKinsey
6/13/1997,101.001,Hoop,Cp,115123285A,N,F,W,300,NULL,NULL,NULL,127,ALM,NULL,NULL,NULL,McKinsey
6/23/1997,102.001,Hoop,Tse,115123491A,N,?,9,NULL,NULL,NULL,NULL,178,ALM,NULL,NULL,"previously notched",McKinsey
7/12/1997,103.001,Hoop,Cp,115123530A,N,M,W,130,NULL,NULL,NULL,112,ALM,NULL,NULL,NULL,McKinsey
5/4/2003,103.002,Hoop,Cp,115123530A,R,M,10+,225,128,92,41,119,ALM,"Swamp Trail Inlet",NULL,"slight dorsal offset (1-2 mm.) faint ventral marking. Notches almost grown out. Need to be renotched. Originally notched L11- R12 (L4?)",Karrmann
7/31/2004,104.001,bask-m,Cp,115124597A,N,F,W,241,124,97,48,116,ALM,BMI,NULL,NULL,Karrmann
8/3/2004,104.002,bask-m,Cp,115124597A,R,F,9+,244,127,96,48,116,ALM,BMI,NULL,NULL,Karrmann
8/14/2004,104.003,bask-m,Cp,115124597A,R,F,8+,237,124,97,47,116,ALM,BMI,NULL,NULL,Karrmann
9/15/2002,105.001,bask-p,Cp,115124650A,N,F,6/7/2015,179,108,89,42,103,ALM,BMI,NULL,NULL,Karrmann
10/5/2002,105.002,bask-p,Cp,115124650A,R,F,12,179,110,90,47,104,ALM,BMI,NULL,NULL,Karrmann
7/27/2004,105.003,bask-m,Cp,115124650A,R,F,12+,229,121,97,46,113,ALM,BMI,NULL,"PH 6.8-6.9",Karrmann
8/3/2004,105.004,bask-m,Cp,115124650A,R,F,8+,239,120,97,46,112,ALM,BMI,NULL,NULL,Karrmann
8/14/2004,105.005,bask-p,Cp,115124650A,R,F,9+,235,121,97,47,113,ALM,BMI,NULL,NULL,Karrmann
7/11/2004,106.001,snrkl,Cp,115125561A,N,F,W,351,140,104,51,132,ALM,BMI,NULL,"no left leg through tram/inject R leg",Karrmann
6/14/1997,107.001,Hoop,Cp,115125796A,N,M,3,130,NULL,NULL,NULL,99,ALM,NULL,NULL,"too small for PIT",McKinsey
8/2/2000,107.002,Hoop,Cp,115125796A,R,M,NULL,NULL,111,85,41,NULL,ALM,"Swamp Trail Inlet",NULL,"VS Purple Chocolate w/light seams",CERC
6/9/2002,107.003,Hoop,Cp,115125796A,R,M,NULL,171,117,87,37,NULL,ALM,NULL,NULL,"recorded at Science Center- caught a week earlier by John Brady (L8 added 15 SEP 02)",Karrmann
9/15/2002,107.004,bask-p,Cp,115125796A,R,M,W,189,117,88,40,110,ALM,BMI,NULL,"L8 possibly natural",Karrmann
5/4/2003,107.005,Hoop,Cp,115125796A,R,M,8+,188,117,88,40,110,ALM,"Dam NW corner",NULL,NULL,Karrmann
7/19/2003,107.006,Hoop,Cp,115125796A,R,M,W,190,118,89,40,110,ALM,BMI,NULL,NULL,Karrmann\Schuster
9/21/2003,107.007,Hoop,Cp,115125796A,R,M,W,197,119,90,41,111,ALM,BMI,NULL,NULL,Karrmann
6/13/2004,107.008,Hoop,Cp,115125796A,R,M,W,190,120,89,40,112,ALM,BMI,NULL,NULL,Karrmann
6/25/2004,107.009,snrkl,Cp,115125796A,R,M,W,212,119,89,42,111,ALM,BMI,NULL,NULL,Karrmann
7/18/2006,107.01,Hoop,Cp,115125796A,R,M,A,220,120,90,40,110,ALM,"Arthur's Inlet",NULL,NULL,NULL
6/30/1997,108.001,Hoop,Css,11512609A?,N,F,9,6400,NULL,NULL,NULL,338,ALM,NULL,NULL,NULL,McKinsey
9/19/2004,109.001,hoop,Cp,115126644A,N,M,worn,247,130,109,43,121,JIM,"SE cove",NULL,"Trap flooded; water levels rose 1-2 ft; reset in shallow water",Karrmann
6/22/2011,109.002,Hoop,Cp,115126644A,R,M,W,265,133,100,42,123,ALM,dock,NULL,NULL,"MV- PW"
7/13/2011,109.003,Hoop,Cp,115126644A,R,M,W,266,120,85,30,105,ALM,"sweet spot",NULL,NULL,MM
7/22/2013,109.004,Hoop,Cp,115126644A,R,M,NULL,390,141,95,50,125,ALM,"Dam - NW corner",NULL,NULL,Falk/Florio
7/23/2014,109.005,NULL,Cp,115126644A,R,M,NULL,280,135,96,44,124,NULL,E,catfood,NULL,"EM- SSC"
8/25/2015,109.006,Hoop,Cp,115126644A,R,M,A,279,132,98,NULL,122,ALM,NULL,NULL,NULL,NULL
8/24/2004,110.001,bask-m,Cp,115127185A,R,F,-,294,133,98,46,128,ALM,BMI,NULL,"Migrant - in ALM 24 Aug 04",Munson
6/15/1997,111.001,Hoop,Cp,115127332A,N,F,6,190,NULL,NULL,NULL,113,ALM,NULL,NULL,NULL,McKinsey
9/28/2002,111.002,bask-p,Cp,115127332A,R,F,8+,286,125,93,49,122,ALM,BMI,NULL,"Right notch natural",Karrmann
8/27/2003,111.003,snrkl,Cp,115127332A,R,F,9+,285,128,95,51,124,ALM,BMI,NULL,"possible notch at R1 this date recorded as L8-R0 - record changed to match previous entries - renotch in future",Karrmann
7/22/2013,111.004,Hoop,Cp,115127332A,R,F,NULL,305,130,94,50,124,ALM,"Dam - NW corner",NULL,NULL,Falk/Florio
7/8/2015,111.006,Hoop,Cp,115127332A,R,F,NULL,285,113,95,50,127,ALM,NULL,NULL,Sardines,"SSC - Ed"
6/13/1997,112.005,Hoop,Cp,115128651A,N,F,W,370,NULL,NULL,NULL,134,ALM,NULL,NULL,"natural mark at 4 right",McKinsey
6/2/1996,113.001,Hoop,Cp,115129696A,N,F,NULL,NULL,145,108,NULL,NULL,ALM,"Swamp Trail Inlet",NULL,"""Stubby"" PIT added 29AUG03",Brady
6/19/1997,113.002,Hoop,Cp,115129696A,R,F,W,450,NULL,NULL,NULL,144,ALM,NULL,NULL,"no notch- missing rear left foot later recorded as L10- R0",McKinsey
6/24/2000,113.003,Hoop,Cp,115129696A,R,F,NULL,NULL,145,107,NULL,NULL,ALM,"Swamp Trail Inlet",NULL,"earlier recorded as L10- R12 PIT added 29AUG03",Karrmann
8/5/2008,113.004,Hoop,Cp,115129696A,R,F,A,450,144,105,53,144,ALM,"Picknic rock",NULL,NULL,NULL
7/10/2002,114.001,Hand,Cp,115131333A,N,F,10+,389,141,109,54,130,ALM,"Arthur's Inlet",NULL,"possible old notches L9.R9",Karrmann
7/17/2004,115.001,Hoop,Cp,115132330A,N,F,9+,310,132,101,50,125,ALM,"INLET QUARY",NULL,NULL,"Karrmann/ Schuster"
7/27/2004,115.002,bask-m,Cp,115132330A,R,F,10+,303,133,102,48,125,ALM,BMI,NULL,"PH 6.8-6.9",Karrmann
8/24/2004,115.003,bask-m,Cp,115132330A,R,F,-,304,131,98,47,123,ALM,BMI,NULL,"Accidently given second PIT tag #113634531A on 24 AUG 2004",Munson
9/16/2004,115.004,bask-p,Cp,115132330A,R,F,8+,316,132,101,47,125,ALM,BMI,NULL,"also PIT = 113634531A",Karrmann
6/8/2002,116.001,Hand,Cp,115132627A,N,F,W,324,133,103,50,NULL,ALM,"Arthur's Inlet",NULL,NULL,Karrmann
6/17/1996,117.001,Hoop,Cp,115133572A,N,M,NULL,NULL,135,100,NULL,NULL,ALM,"Arthur's Inlet",NULL,"pit added on 03 JUN 03 L3 added 07 SEP 02 because of natural damage",Brady
9/21/1996,117.002,Hoop,Cp,115133572A,R,M,NULL,NULL,NULL,NULL,NULL,NULL,ALM,"Arthur's Inlet",NULL,"pit added on 03 JUN 03 L3 added 07 SEP 02 because of natural damage",Brady
6/16/1997,117.003,Hoop,Cp,115133572A,R,M,W,280,NULL,NULL,NULL,129,ALM,NULL,NULL,"previously marked 8-4 L3 added 07 SEP 02 because of natural damage",McKinsey
9/7/2002,117.004,bask-p,Cp,115133572A,R,M,W,288,140,101,43,129,ALM,BMI,NULL,"L3 enlarged to make clear; severe plastral pitting into soft bone. L1- L3- L4- R3- margin of L4 and L5- PIT added 3 AUG 03",Karrmann
7/19/2003,117.005,Hoop,Cp,115133572A,R,M,W,288,140,102,43,131,ALM,BMI,NULL,NULL,Karrmann\Schuster
8/3/2003,117.006,snrkl,Cp,115133572A,R,M,W,302,140,101,42,130,ALM,BMI,NULL,"Multiple deep pock marks on plastron; large leech on P6 collected",Karrmann
7/27/2004,117.007,bask-m,Cp,115133572A,R,M,W,292,141,102,43,130,ALM,BMI,NULL,"HOLE ON PLASTRON",Karrmann
9/1/2004,117.008,bask-m,Cp,115133572A,R,M,W,286,141,102,43,130,ALM,BMI,NULL,NULL,Karrmann
9/16/2004,117.009,bask-m,Cp,115133572A,R,M,W,290,140,101,42,130,ALM,BMI,NULL,NULL,Karrmann
6/17/2011,117.01,Hoop,Cp,115133572A,R,M,W,302,140,101,42,132,ALM,dock,NULL,NULL,"MV- JS. SG"
5/1/2013,117.011,Hoop,Cp,115133572A,R,M,W,301,142,99,43,133,ALM,Damside,NULL,NULL,"MM- Josh Miller's Class"
7/25/2014,117.012,NULL,Cp,115133572A,R,M,NULL,290,141,96,49,129,NULL,E,Catfood,NULL,"EM- SSC"
7/10/2015,117.013,Hoop,Cp,115133572A,R,M,NULL,300,140,96,43,131,ALM,NULL,NULL,Catfood,"SSC - Ed"
9/16/2004,118.001,hoop,Cp,115136154A,N,M,worn,206,124,89,40,114,SUT,"West side",NULL,NULL,Karrmann
7/16/2015,118.002,Hoop,Cp,115136154A,R,M,5+,224,122,84,43,112,SUT,NE,NULL,"cloaca - 15.75- Tail - 38.18",NULL
9/16/2004,119.001,bask-m,Cp,115136164A,N,M,worn,156,107,82,49,98,UPR,"south cove",NULL,"Left fornail broken off",Karrmann
7/15/2008,119.002,Hoop,Cp,115136164A,R,M,A,177,114,87,37,105,ALM,Beach,NULL,NULL,NULL
6/15/2010,119.003,Hoop,Cp,115136164A,R,M,W,192,117,86,38,106,ALM,Cove,NULL,NULL,MV
9/14/1996,120.001,Hoop,Cp,115136761A,N,M,NULL,NULL,133,95,NULL,NULL,ALM,"Arthur's Inlet",NULL,"pit added on 03 JUN 03",Brady
9/21/1996,120.002,Hoop,Cp,115136761A,R,M,NULL,NULL,NULL,NULL,NULL,NULL,ALM,"Arthur's Inlet",NULL,"Recap. (9/15/96) pit added on 03 JUN 03",Brady
6/16/1997,120.003,Hoop,Cp,115136761A,R,M,W,290,NULL,NULL,NULL,131,ALM,NULL,NULL,"previously marked 0-4-8",McKinsey
8/5/2008,120.004,Hoop,Cp,115136761A,R,M,A,300,135,97,44,129,ALM,Cove,NULL,NULL,NULL
7/29/1997,121.001,Hoop,Cp,115137326A,N,M,W,190,NULL,NULL,NULL,110,ALM,NULL,NULL,"previously notched 10-0- - PIT added 02 Jun 03",McKinsey
7/31/2000,121.002,Hoop,Cp,115137326A,R,M,NULL,NULL,120,92,38,NULL,ALM,"Swamp Trail Inlet",NULL,"brown carapace- broken middle toe on R foreleg - PIT added 02 Jun 03",CERC
7/24/2002,121.003,Hoop,Cp,115137326A,R,M,W,210,121,93,39,111,ALM,"Dam NW corner",NULL,NULL,Karrmann
5/4/2003,121.004,Hoop,Cp,115137326A,R,M,10,213,121,93,40,111,ALM,"Dam NW corner",NULL,NULL,Karrmann
7/17/2004,121.005,Hoop,Cp,115137326A,R,M,W,213,121,92,39,112,ALM,DAM,NULL,"PR10 - A HOLE IN ITS SCUTE--2 SUNFISH/1 FISH","Karrmann/ Schuster"
